Order ID,Order Total,Date,Cashier Name,Payment Method,Customer ID,Role,Cashier Salary,Customer Name,Hour
4065,10.07,2/22/23,Suzy,card,912806,cashier,52967.96,Customer4065,09:16:34
4066,14.85,2/22/23,Brandon,check,686880,cashier,66810.4,Customer4066,06:09:02
4067,18.04,2/22/23,Sally,card,153025,cashier,68070.84,Customer4067,23:32:02
4068,14.66,2/22/23,Brandon,card,969324,cashier,66810.4,Customer4068,21:12:32
4069,14.7,2/22/23,Brandon,check,991734,cashier,66810.4,Customer4069,10:19:23
4070,10.12,2/22/23,Brandon,check,194334,cashier,66810.4,Customer4070,05:31:53
4071,11.06,2/22/23,Bob,card,411228,cashier,61275.29,Customer4071,11:12:13
4072,21.89,2/22/23,Brandon,card,765053,cashier,66810.4,Customer4072,19:39:13
4073,13.48,2/22/23,Bob,check,574095,cashier,61275.29,Customer4073,09:43:09
4074,8.09,2/22/23,Bob,check,731954,cashier,61275.29,Customer4074,10:02:54
4075,12.79,2/22/23,Suzy,card,139300,cashier,52967.96,Customer4075,06:06:43
4076,7.28,2/22/23,Suzy,cash,425505,cashier,52967.96,Customer4076,05:43:00
4077,13.83,2/22/23,Suzy,card,993616,cashier,52967.96,Customer4077,11:58:12
4078,12.16,2/22/23,Sally,cash,799718,cashier,68070.84,Customer4078,05:45:25
4079,11.41,2/22/23,Bob,card,286866,cashier,61275.29,Customer4079,17:20:41
4080,11.59,2/22/23,Suzy,cash,466516,cashier,52967.96,Customer4080,02:45:33
4081,10.13,2/22/23,Brandon,cash,461508,cashier,66810.4,Customer4081,23:38:31
4082,16.32,2/22/23,Suzy,cash,695975,cashier,52967.96,Customer4082,03:54:19
4083,11.44,2/22/23,Brandon,check,340398,cashier,66810.4,Customer4083,21:29:56
4084,10.64,2/22/23,Sally,cash,890505,cashier,68070.84,Customer4084,17:29:39
4085,17.56,2/22/23,Bob,card,785223,cashier,61275.29,Customer4085,12:07:02
4086,8.1,2/22/23,Bob,cash,907017,cashier,61275.29,Customer4086,19:24:16
4087,7.42,2/22/23,Brandon,card,369221,cashier,66810.4,Customer4087,07:08:04
4088,10.73,2/22/23,Bob,card,365165,cashier,61275.29,Customer4088,05:51:19
4089,8.42,2/23/23,Sally,check,500527,cashier,68070.84,Customer4089,00:02:27
4090,18.65,2/23/23,Bob,check,672580,cashier,61275.29,Customer4090,04:05:04
4091,20.16,2/23/23,Suzy,cash,692381,cashier,52967.96,Customer4091,23:23:26
4092,11.53,2/23/23,Suzy,check,390409,cashier,52967.96,Customer4092,19:50:11
4093,12.9,2/23/23,Brandon,cash,720631,cashier,66810.4,Customer4093,21:34:37
4094,17.42,2/23/23,Brandon,cash,765053,cashier,66810.4,Customer4094,03:37:54
4095,15.95,2/23/23,Bob,cash,204312,cashier,61275.29,Customer4095,13:49:33
4096,12.43,2/23/23,Suzy,check,885042,cashier,52967.96,Customer4096,16:42:15
4097,13.85,2/23/23,Brandon,cash,912303,cashier,66810.4,Customer4097,07:31:16
4098,16.6,2/23/23,Suzy,cash,312044,cashier,52967.96,Customer4098,04:15:15
4099,8.24,2/23/23,Sally,cash,943974,cashier,68070.84,Customer4099,07:15:28
4100,9.46,2/23/23,Sally,card,547896,cashier,68070.84,Customer4100,16:17:45
4101,12.52,2/23/23,Bob,cash,610192,cashier,61275.29,Customer4101,10:17:19
4102,14.74,2/23/23,Bob,card,598120,cashier,61275.29,Customer4102,02:07:14
4103,8.17,2/23/23,Suzy,card,746165,cashier,52967.96,Customer4103,11:34:00
4104,10.32,2/23/23,Sally,check,301291,cashier,68070.84,Customer4104,22:59:44
4105,13.21,2/23/23,Bob,cash,591837,cashier,61275.29,Customer4105,16:59:25
4106,10.56,2/23/23,Sally,card,986362,cashier,68070.84,Customer4106,16:34:12
4107,23.16,2/23/23,Bob,cash,829679,cashier,61275.29,Customer4107,02:12:01
4108,12.81,2/23/23,Suzy,check,625139,cashier,52967.96,Customer4108,09:53:05
4109,19.57,2/23/23,Brandon,cash,194632,cashier,66810.4,Customer4109,05:16:20
4110,20.37,2/23/23,Brandon,check,369221,cashier,66810.4,Customer4110,07:07:59
4111,17.52,2/23/23,Suzy,card,271074,cashier,52967.96,Customer4111,23:07:11
4112,11.41,2/23/23,Suzy,check,877397,cashier,52967.96,Customer4112,00:21:21
4113,11.07,2/23/23,Sally,check,492908,cashier,68070.84,Customer4113,20:52:41
4114,12.06,2/23/23,Sally,card,301291,cashier,68070.84,Customer4114,20:21:26
4115,15.18,2/23/23,Suzy,check,304019,cashier,52967.96,Customer4115,03:02:00
4116,10.92,2/23/23,Suzy,card,968570,cashier,52967.96,Customer4116,08:35:10
4117,14.94,2/23/23,Suzy,cash,818994,cashier,52967.96,Customer4117,09:05:25
4118,18.84,2/23/23,Suzy,card,747482,cashier,52967.96,Customer4118,13:16:27
4119,5.99,2/23/23,Bob,cash,755112,cashier,61275.29,Customer4119,23:43:49
4120,17.63,2/23/23,Brandon,check,646251,cashier,66810.4,Customer4120,03:21:40
4121,16.94,2/23/23,Brandon,card,261582,cashier,66810.4,Customer4121,22:56:14
4122,16.4,2/23/23,Brandon,card,425505,cashier,66810.4,Customer4122,16:28:54
4123,15.86,2/23/23,Bob,check,263648,cashier,61275.29,Customer4123,21:43:02
4124,9.62,2/23/23,Bob,cash,192323,cashier,61275.29,Customer4124,12:07:27
4125,10.06,2/23/23,Sally,cash,755112,cashier,68070.84,Customer4125,03:57:10
4126,12.15,2/23/23,Brandon,cash,779171,cashier,66810.4,Customer4126,23:32:03
4127,12.81,2/23/23,Suzy,check,319056,cashier,52967.96,Customer4127,20:39:02
4128,14.76,2/23/23,Sally,cash,591935,cashier,68070.84,Customer4128,03:18:45
4129,10.53,2/23/23,Suzy,card,147793,cashier,52967.96,Customer4129,09:12:53
4130,13.43,2/23/23,Bob,cash,411282,cashier,61275.29,Customer4130,21:29:09
4131,6.05,2/23/23,Bob,card,927870,cashier,61275.29,Customer4131,08:27:13
4132,14.7,2/23/23,Suzy,card,981810,cashier,52967.96,Customer4132,05:19:06
4133,8.04,2/23/23,Brandon,cash,239664,cashier,66810.4,Customer4133,12:31:27
4134,15.66,2/23/23,Suzy,check,223546,cashier,52967.96,Customer4134,04:00:31
4135,18.81,2/23/23,Sally,check,616676,cashier,68070.84,Customer4135,01:11:26
4136,7.77,2/23/23,Bob,check,403845,cashier,61275.29,Customer4136,05:24:21
4137,12.02,2/23/23,Suzy,check,164992,cashier,52967.96,Customer4137,06:34:49
4138,13.78,2/23/23,Brandon,card,211925,cashier,66810.4,Customer4138,02:40:22
4139,20.99,2/23/23,Bob,card,286866,cashier,61275.29,Customer4139,12:54:51
4140,17.02,2/23/23,Suzy,check,843596,cashier,52967.96,Customer4140,06:58:38
4141,19.31,2/23/23,Suzy,cash,871602,cashier,52967.96,Customer4141,09:44:55
4142,12.44,2/23/23,Suzy,card,166203,cashier,52967.96,Customer4142,00:43:58
4143,17.78,2/23/23,Suzy,card,925147,cashier,52967.96,Customer4143,15:42:47
4144,9.63,2/23/23,Suzy,cash,824082,cashier,52967.96,Customer4144,18:26:35
4145,8.18,2/23/23,Sally,card,795487,cashier,68070.84,Customer4145,17:31:57
4146,10.13,2/23/23,Bob,cash,625139,cashier,61275.29,Customer4146,01:45:08
4147,10.8,2/23/23,Suzy,cash,414720,cashier,52967.96,Customer4147,06:07:34
4148,19.95,2/23/23,Suzy,card,412568,cashier,52967.96,Customer4148,22:13:56
4149,13.79,2/23/23,Sally,check,943402,cashier,68070.84,Customer4149,02:00:12
4150,11.9,2/23/23,Sally,cash,837964,cashier,68070.84,Customer4150,18:09:22
4151,10.78,2/23/23,Sally,check,547896,cashier,68070.84,Customer4151,20:41:36
4152,13.15,2/23/23,Sally,cash,871127,cashier,68070.84,Customer4152,04:33:07
4153,9.94,2/23/23,Bob,cash,520660,cashier,61275.29,Customer4153,01:41:45
4154,17.84,2/23/23,Sally,check,268610,cashier,68070.84,Customer4154,07:16:33
4155,13.26,2/23/23,Bob,card,993616,cashier,61275.29,Customer4155,00:57:01
4156,11.65,2/23/23,Suzy,check,695975,cashier,52967.96,Customer4156,14:21:58
4157,10.0,2/23/23,Sally,cash,899988,cashier,68070.84,Customer4157,19:51:10
4158,8.18,2/23/23,Suzy,cash,332309,cashier,52967.96,Customer4158,18:17:19
4159,14.21,2/23/23,Bob,cash,371350,cashier,61275.29,Customer4159,23:51:02
4160,11.92,2/23/23,Sally,cash,103655,cashier,68070.84,Customer4160,20:45:08
4161,12.07,2/23/23,Brandon,card,333589,cashier,66810.4,Customer4161,15:42:51
4162,6.62,2/23/23,Brandon,check,223478,cashier,66810.4,Customer4162,15:47:59
4163,8.4,2/23/23,Bob,cash,369221,cashier,61275.29,Customer4163,17:24:22
4164,15.63,2/23/23,Sally,check,968570,cashier,68070.84,Customer4164,22:03:36
4165,21.45,2/23/23,Brandon,check,377495,cashier,66810.4,Customer4165,05:33:05
4166,13.72,2/23/23,Bob,check,304071,cashier,61275.29,Customer4166,23:18:51
4167,10.33,2/23/23,Bob,cash,610227,cashier,61275.29,Customer4167,23:22:32
4168,18.79,2/23/23,Bob,cash,434428,cashier,61275.29,Customer4168,00:41:40
4169,15.19,2/23/23,Sally,check,412405,cashier,68070.84,Customer4169,06:07:52
4170,7.29,2/23/23,Brandon,cash,982918,cashier,66810.4,Customer4170,11:05:46
4171,15.77,2/23/23,Brandon,card,432692,cashier,66810.4,Customer4171,23:03:46
4172,15.22,2/23/23,Bob,cash,125761,cashier,61275.29,Customer4172,14:03:43
4173,12.47,2/23/23,Suzy,check,877884,cashier,52967.96,Customer4173,07:39:09
4174,21.92,2/23/23,Suzy,cash,194334,cashier,52967.96,Customer4174,21:14:46
4175,15.06,2/23/23,Brandon,card,960712,cashier,66810.4,Customer4175,10:47:10
4176,11.28,2/23/23,Sally,cash,906214,cashier,68070.84,Customer4176,18:22:12
4177,9.62,2/23/23,Bob,card,288183,cashier,61275.29,Customer4177,09:08:56
4178,7.33,2/23/23,Suzy,cash,373558,cashier,52967.96,Customer4178,22:23:01
4179,11.84,2/23/23,Bob,cash,818994,cashier,61275.29,Customer4179,13:58:08
4180,8.35,2/23/23,Suzy,cash,117366,cashier,52967.96,Customer4180,07:25:47
4181,13.79,2/23/23,Sally,check,461057,cashier,68070.84,Customer4181,02:44:41
4182,10.39,2/23/23,Sally,check,484272,cashier,68070.84,Customer4182,18:27:38
4183,23.14,2/23/23,Brandon,cash,583130,cashier,66810.4,Customer4183,12:14:27
4184,7.82,2/23/23,Sally,check,543143,cashier,68070.84,Customer4184,23:14:21
4185,11.55,2/23/23,Bob,cash,645051,cashier,61275.29,Customer4185,04:32:43
4186,8.4,2/23/23,Brandon,cash,679638,cashier,66810.4,Customer4186,16:42:41
4187,14.7,2/23/23,Suzy,card,471935,cashier,52967.96,Customer4187,14:11:58
4188,17.48,2/23/23,Brandon,check,799718,cashier,66810.4,Customer4188,12:23:29
4189,10.03,2/24/23,Bob,check,211925,cashier,61275.29,Customer4189,23:46:32
4190,5.53,2/24/23,Suzy,cash,699939,cashier,52967.96,Customer4190,09:27:00
4191,7.91,2/24/23,Bob,card,319056,cashier,61275.29,Customer4191,11:22:47
4192,10.28,2/24/23,Brandon,card,574095,cashier,66810.4,Customer4192,01:01:26
4193,9.21,2/24/23,Bob,card,583130,cashier,61275.29,Customer4193,05:37:45
4194,12.68,2/24/23,Bob,card,830899,cashier,61275.29,Customer4194,20:56:07
4195,8.45,2/24/23,Suzy,card,485373,cashier,52967.96,Customer4195,10:59:56
4196,13.86,2/24/23,Sally,card,408812,cashier,68070.84,Customer4196,01:58:30
4197,18.47,2/24/23,Brandon,card,607890,cashier,66810.4,Customer4197,06:31:32
4198,12.86,2/24/23,Bob,card,386006,cashier,61275.29,Customer4198,14:35:34
4199,12.61,2/24/23,Suzy,card,480947,cashier,52967.96,Customer4199,11:51:55
4200,10.93,2/24/23,Sally,card,728349,cashier,68070.84,Customer4200,04:47:45
4201,21.17,2/24/23,Bob,check,969324,cashier,61275.29,Customer4201,16:13:17
4202,16.3,2/24/23,Sally,check,468637,cashier,68070.84,Customer4202,13:43:51
4203,13.27,2/24/23,Suzy,check,912303,cashier,52967.96,Customer4203,13:34:17
4204,8.33,2/24/23,Bob,card,444615,cashier,61275.29,Customer4204,02:02:59
4205,12.13,2/24/23,Sally,card,461057,cashier,68070.84,Customer4205,03:22:43
4206,16.53,2/24/23,Brandon,cash,695975,cashier,66810.4,Customer4206,04:44:31
4207,8.81,2/24/23,Brandon,cash,454797,cashier,66810.4,Customer4207,21:50:34
4208,8.63,2/24/23,Suzy,card,779171,cashier,52967.96,Customer4208,15:09:30
4209,20.47,2/24/23,Sally,check,153025,cashier,68070.84,Customer4209,02:49:54
4210,9.31,2/24/23,Bob,check,588309,cashier,61275.29,Customer4210,22:46:58
4211,17.08,2/24/23,Sally,cash,241364,cashier,68070.84,Customer4211,17:26:37
4212,23.82,2/24/23,Suzy,card,871602,cashier,52967.96,Customer4212,19:27:10
4213,11.01,2/24/23,Brandon,cash,215460,cashier,66810.4,Customer4213,05:42:08
4214,6.43,2/24/23,Suzy,cash,474911,cashier,52967.96,Customer4214,04:51:04
4215,14.5,2/24/23,Suzy,card,215460,cashier,52967.96,Customer4215,05:45:19
4216,14.97,2/24/23,Suzy,check,848683,cashier,52967.96,Customer4216,13:52:44
4217,11.24,2/24/23,Bob,check,172098,cashier,61275.29,Customer4217,13:04:59
4218,11.05,2/24/23,Bob,check,699426,cashier,61275.29,Customer4218,00:06:46
4219,8.22,2/24/23,Brandon,cash,117567,cashier,66810.4,Customer4219,12:56:46
4220,11.61,2/24/23,Brandon,cash,389353,cashier,66810.4,Customer4220,06:19:03
4221,17.18,2/24/23,Brandon,card,591837,cashier,66810.4,Customer4221,01:57:02
4222,15.82,2/24/23,Bob,check,766265,cashier,61275.29,Customer4222,11:06:17
4223,7.2,2/24/23,Suzy,cash,463225,cashier,52967.96,Customer4223,02:50:44
4224,12.58,2/24/23,Bob,cash,111719,cashier,61275.29,Customer4224,19:18:43
4225,13.95,2/24/23,Suzy,check,412405,cashier,52967.96,Customer4225,12:54:31
4226,7.68,2/24/23,Suzy,check,208641,cashier,52967.96,Customer4226,00:46:47
4227,15.7,2/24/23,Sally,cash,480947,cashier,68070.84,Customer4227,19:21:47
4228,14.98,2/24/23,Bob,cash,434428,cashier,61275.29,Customer4228,17:00:20
4229,13.89,2/24/23,Suzy,card,500527,cashier,52967.96,Customer4229,20:08:00
4230,9.69,2/24/23,Sally,check,403572,cashier,68070.84,Customer4230,09:39:43
4231,16.22,2/24/23,Brandon,check,485373,cashier,66810.4,Customer4231,11:28:03
4232,10.15,2/24/23,Sally,cash,770827,cashier,68070.84,Customer4232,00:36:22
4233,8.49,2/24/23,Bob,cash,934607,cashier,61275.29,Customer4233,04:00:41
4234,7.95,2/24/23,Bob,cash,610227,cashier,61275.29,Customer4234,15:18:45
4235,17.89,2/24/23,Suzy,check,326475,cashier,52967.96,Customer4235,22:14:22
4236,15.79,2/24/23,Suzy,check,564064,cashier,52967.96,Customer4236,17:07:09
4237,7.16,2/24/23,Sally,card,288183,cashier,68070.84,Customer4237,09:09:55
4238,23.22,2/24/23,Suzy,card,625139,cashier,52967.96,Customer4238,18:31:40
4239,13.43,2/24/23,Sally,cash,672580,cashier,68070.84,Customer4239,05:11:49
4240,14.88,2/24/23,Sally,cash,814936,cashier,68070.84,Customer4240,08:20:51
4241,12.44,2/24/23,Bob,check,646251,cashier,61275.29,Customer4241,14:07:36
4242,19.77,2/24/23,Sally,card,891126,cashier,68070.84,Customer4242,13:41:41
4243,15.34,2/24/23,Sally,card,411228,cashier,68070.84,Customer4243,11:47:23
4244,19.38,2/24/23,Sally,card,267352,cashier,68070.84,Customer4244,02:47:35
4245,17.9,2/24/23,Bob,check,194199,cashier,61275.29,Customer4245,14:04:32
4246,12.01,2/24/23,Suzy,cash,591935,cashier,52967.96,Customer4246,13:00:12
4247,10.66,2/24/23,Bob,cash,830899,cashier,61275.29,Customer4247,05:17:17
4248,15.85,2/24/23,Brandon,check,480947,cashier,66810.4,Customer4248,21:00:47
4249,18.32,2/24/23,Brandon,card,223546,cashier,66810.4,Customer4249,22:24:48
4250,7.91,2/24/23,Sally,cash,166203,cashier,68070.84,Customer4250,22:56:09
4251,16.1,2/24/23,Sally,card,611479,cashier,68070.84,Customer4251,16:24:23
4252,19.96,2/24/23,Bob,check,444615,cashier,61275.29,Customer4252,02:46:32
4253,15.95,2/24/23,Brandon,check,143224,cashier,66810.4,Customer4253,09:34:40
4254,18.34,2/24/23,Bob,check,365165,cashier,61275.29,Customer4254,02:02:13
4255,18.65,2/24/23,Suzy,check,508809,cashier,52967.96,Customer4255,16:43:51
4256,18.93,2/24/23,Bob,card,373558,cashier,61275.29,Customer4256,09:57:36
4257,7.67,2/24/23,Sally,cash,756011,cashier,68070.84,Customer4257,19:08:30
4258,9.61,2/24/23,Brandon,cash,907017,cashier,66810.4,Customer4258,12:23:56
4259,10.42,2/24/23,Bob,check,261582,cashier,61275.29,Customer4259,10:48:52
4260,21.89,2/24/23,Brandon,check,679123,cashier,66810.4,Customer4260,21:21:24
4261,15.25,2/24/23,Bob,check,408812,cashier,61275.29,Customer4261,06:16:38
4262,8.78,2/24/23,Sally,check,454809,cashier,68070.84,Customer4262,07:15:02
4263,8.73,2/24/23,Brandon,cash,373558,cashier,66810.4,Customer4263,15:36:01
4264,15.65,2/24/23,Bob,card,614344,cashier,61275.29,Customer4264,15:05:30
4265,12.7,2/24/23,Bob,cash,829679,cashier,61275.29,Customer4265,05:09:56
4266,18.48,2/24/23,Suzy,cash,120282,cashier,52967.96,Customer4266,18:32:06
4267,9.11,2/24/23,Brandon,card,403845,cashier,66810.4,Customer4267,06:56:24
4268,15.56,2/24/23,Bob,card,544546,cashier,61275.29,Customer4268,05:14:03
4269,8.35,2/24/23,Sally,check,651953,cashier,68070.84,Customer4269,05:12:45
4270,13.45,2/24/23,Sally,cash,436269,cashier,68070.84,Customer4270,17:16:37
4271,9.43,2/25/23,Sally,card,826712,cashier,68070.84,Customer4271,00:05:12
4272,13.79,2/25/23,Brandon,card,270461,cashier,66810.4,Customer4272,10:33:07
4273,11.7,2/25/23,Sally,card,435247,cashier,68070.84,Customer4273,08:25:57
4274,15.97,2/25/23,Bob,check,715553,cashier,61275.29,Customer4274,17:50:21
4275,10.79,2/25/23,Bob,check,194199,cashier,61275.29,Customer4275,02:05:26
4276,7.45,2/25/23,Bob,cash,192323,cashier,61275.29,Customer4276,15:09:49
4277,11.99,2/25/23,Sally,check,610192,cashier,68070.84,Customer4277,12:14:38
4278,16.6,2/25/23,Bob,cash,765053,cashier,61275.29,Customer4278,16:06:23
4279,14.92,2/25/23,Bob,cash,471935,cashier,61275.29,Customer4279,11:09:21
4280,12.46,2/25/23,Brandon,check,492908,cashier,66810.4,Customer4280,12:55:33
4281,5.2,2/25/23,Brandon,cash,871127,cashier,66810.4,Customer4281,17:38:38
4282,9.42,2/25/23,Brandon,cash,788078,cashier,66810.4,Customer4282,09:39:54
4283,13.48,2/25/23,Sally,check,825364,cashier,68070.84,Customer4283,10:28:54
4284,12.92,2/25/23,Sally,card,982918,cashier,68070.84,Customer4284,23:10:06
4285,5.59,2/25/23,Brandon,cash,117366,cashier,66810.4,Customer4285,19:48:25
4286,20.88,2/25/23,Brandon,card,991734,cashier,66810.4,Customer4286,03:02:07
4287,14.47,2/25/23,Bob,check,371350,cashier,61275.29,Customer4287,13:54:16
4288,6.98,2/25/23,Brandon,check,969324,cashier,66810.4,Customer4288,15:54:38
4289,18.86,2/25/23,Sally,card,871602,cashier,68070.84,Customer4289,14:51:13
4290,16.16,2/25/23,Sally,cash,868012,cashier,68070.84,Customer4290,17:26:07
4291,10.41,2/25/23,Bob,card,111719,cashier,61275.29,Customer4291,19:48:01
4292,8.93,2/25/23,Bob,cash,117366,cashier,61275.29,Customer4292,04:24:29
4293,8.76,2/25/23,Brandon,check,625139,cashier,66810.4,Customer4293,12:01:11
4294,9.51,2/25/23,Suzy,card,991734,cashier,52967.96,Customer4294,18:56:33
4295,9.38,2/25/23,Sally,cash,466516,cashier,68070.84,Customer4295,02:32:51
4296,16.58,2/25/23,Sally,cash,103655,cashier,68070.84,Customer4296,10:34:11
4297,20.08,2/25/23,Suzy,cash,483127,cashier,52967.96,Customer4297,01:51:13
4298,11.86,2/25/23,Suzy,check,142317,cashier,52967.96,Customer4298,17:38:11
4299,20.05,2/25/23,Brandon,check,905533,cashier,66810.4,Customer4299,13:16:16
4300,18.55,2/25/23,Bob,card,611479,cashier,61275.29,Customer4300,08:03:03
4301,12.26,2/25/23,Sally,cash,412345,cashier,68070.84,Customer4301,07:26:30
4302,9.79,2/25/23,Brandon,check,826712,cashier,66810.4,Customer4302,03:38:33
4303,8.08,2/25/23,Suzy,card,833750,cashier,52967.96,Customer4303,01:57:55
4304,9.2,2/25/23,Suzy,cash,374021,cashier,52967.96,Customer4304,10:28:37
4305,18.29,2/25/23,Bob,card,899988,cashier,61275.29,Customer4305,16:37:32
4306,20.61,2/25/23,Bob,card,667079,cashier,61275.29,Customer4306,14:21:18
4307,21.75,2/25/23,Sally,check,574095,cashier,68070.84,Customer4307,05:46:26
4308,12.46,2/25/23,Suzy,check,374021,cashier,52967.96,Customer4308,18:00:59
4309,8.55,2/25/23,Bob,check,257331,cashier,61275.29,Customer4309,03:24:10
4310,8.18,2/25/23,Bob,check,960712,cashier,61275.29,Customer4310,04:16:59
4311,14.86,2/25/23,Bob,check,564064,cashier,61275.29,Customer4311,17:11:15
4312,11.7,2/25/23,Sally,check,229287,cashier,68070.84,Customer4312,19:26:06
4313,20.62,2/25/23,Bob,card,610227,cashier,61275.29,Customer4313,15:08:35
4314,14.73,2/25/23,Bob,cash,382297,cashier,61275.29,Customer4314,00:19:08
4315,9.43,2/25/23,Bob,check,702755,cashier,61275.29,Customer4315,20:18:35
4316,7.42,2/25/23,Brandon,check,412568,cashier,66810.4,Customer4316,20:30:33
4317,9.57,2/25/23,Brandon,check,299791,cashier,66810.4,Customer4317,07:18:08
4318,10.44,2/25/23,Brandon,card,897713,cashier,66810.4,Customer4318,05:38:16
4319,13.1,2/25/23,Suzy,cash,765053,cashier,52967.96,Customer4319,18:45:32
4320,14.46,2/25/23,Brandon,check,871602,cashier,66810.4,Customer4320,12:31:08
4321,15.38,2/25/23,Bob,card,468637,cashier,61275.29,Customer4321,15:43:28
4322,9.76,2/25/23,Bob,cash,968570,cashier,61275.29,Customer4322,22:41:08
4323,8.46,2/25/23,Suzy,cash,731954,cashier,52967.96,Customer4323,14:49:17
4324,6.08,2/25/23,Sally,card,239664,cashier,68070.84,Customer4324,00:50:12
4325,14.02,2/25/23,Bob,cash,462071,cashier,61275.29,Customer4325,23:55:50
4326,23.18,2/25/23,Suzy,card,444930,cashier,52967.96,Customer4326,19:52:56
4327,16.35,2/25/23,Sally,card,760358,cashier,68070.84,Customer4327,08:12:51
4328,9.97,2/25/23,Sally,card,349987,cashier,68070.84,Customer4328,02:01:43
4329,14.42,2/25/23,Brandon,cash,591935,cashier,66810.4,Customer4329,11:19:28
4330,11.84,2/26/23,Bob,check,227060,cashier,61275.29,Customer4330,06:56:11
4331,16.11,2/26/23,Bob,check,263648,cashier,61275.29,Customer4331,10:54:53
4332,7.73,2/26/23,Bob,card,197948,cashier,61275.29,Customer4332,20:12:15
4333,13.62,2/26/23,Bob,check,912303,cashier,61275.29,Customer4333,11:37:28
4334,14.91,2/26/23,Brandon,card,194334,cashier,66810.4,Customer4334,21:21:02
4335,6.12,2/26/23,Bob,card,290198,cashier,61275.29,Customer4335,12:28:12
4336,14.4,2/26/23,Suzy,cash,936867,cashier,52967.96,Customer4336,11:16:14
4337,6.45,2/26/23,Bob,card,267352,cashier,61275.29,Customer4337,03:52:20
4338,6.72,2/26/23,Sally,card,223047,cashier,68070.84,Customer4338,02:56:22
4339,14.45,2/26/23,Sally,cash,197948,cashier,68070.84,Customer4339,04:10:53
4340,10.53,2/26/23,Brandon,cash,139300,cashier,66810.4,Customer4340,17:15:08
4341,14.39,2/26/23,Suzy,cash,412405,cashier,52967.96,Customer4341,01:31:42
4342,9.12,2/26/23,Brandon,card,804188,cashier,66810.4,Customer4342,13:40:12
4343,15.47,2/26/23,Suzy,check,236144,cashier,52967.96,Customer4343,17:55:34
4344,8.14,2/26/23,Suzy,cash,459377,cashier,52967.96,Customer4344,17:43:13
4345,12.93,2/26/23,Sally,check,672580,cashier,68070.84,Customer4345,17:47:42
4346,16.31,2/26/23,Bob,card,890505,cashier,61275.29,Customer4346,18:24:43
4347,10.77,2/26/23,Sally,check,991734,cashier,68070.84,Customer4347,13:16:31
4348,14.65,2/26/23,Suzy,check,257331,cashier,52967.96,Customer4348,04:37:48
4349,12.08,2/26/23,Suzy,check,848683,cashier,52967.96,Customer4349,22:50:47
4350,8.99,2/26/23,Brandon,cash,824082,cashier,66810.4,Customer4350,11:53:57
4351,11.61,2/26/23,Sally,cash,871127,cashier,68070.84,Customer4351,14:26:43
4352,5.65,2/26/23,Suzy,check,117366,cashier,52967.96,Customer4352,02:49:26
4353,9.58,2/26/23,Bob,card,829679,cashier,61275.29,Customer4353,14:37:53
4354,6.99,2/26/23,Sally,cash,696448,cashier,68070.84,Customer4354,14:18:00
4355,18.42,2/26/23,Bob,cash,969324,cashier,61275.29,Customer4355,22:27:09
4356,19.88,2/26/23,Suzy,cash,936764,cashier,52967.96,Customer4356,10:19:29
4357,7.58,2/26/23,Suzy,cash,517435,cashier,52967.96,Customer4357,12:42:33
4358,19.23,2/26/23,Brandon,card,906214,cashier,66810.4,Customer4358,19:22:55
4359,11.32,2/26/23,Bob,cash,610192,cashier,61275.29,Customer4359,00:55:35
4360,23.62,2/26/23,Bob,cash,762218,cashier,61275.29,Customer4360,12:24:19
4361,11.67,2/26/23,Suzy,cash,471935,cashier,52967.96,Customer4361,00:13:19
4362,13.62,2/27/23,Brandon,cash,772568,cashier,66810.4,Customer4362,12:55:07
4363,14.98,2/27/23,Suzy,cash,934607,cashier,52967.96,Customer4363,01:57:26
4364,12.63,2/27/23,Brandon,check,715553,cashier,66810.4,Customer4364,14:45:19
4365,16.87,2/27/23,Bob,card,667079,cashier,61275.29,Customer4365,08:35:33
4366,16.36,2/27/23,Sally,check,111719,cashier,68070.84,Customer4366,04:40:21
4367,11.6,2/27/23,Sally,card,268260,cashier,68070.84,Customer4367,22:36:09
4368,12.29,2/27/23,Sally,check,278950,cashier,68070.84,Customer4368,20:12:48
4369,20.73,2/27/23,Sally,check,912303,cashier,68070.84,Customer4369,06:03:09
4370,15.23,2/27/23,Suzy,cash,300173,cashier,52967.96,Customer4370,20:22:27
4371,11.48,2/27/23,Sally,check,197948,cashier,68070.84,Customer4371,17:14:21
4372,17.33,2/27/23,Brandon,card,607890,cashier,66810.4,Customer4372,00:37:19
4373,12.68,2/27/23,Bob,card,454797,cashier,61275.29,Customer4373,10:37:10
4374,17.79,2/27/23,Brandon,cash,774143,cashier,66810.4,Customer4374,19:44:03
4375,10.35,2/27/23,Sally,card,480947,cashier,68070.84,Customer4375,03:46:43
4376,13.04,2/27/23,Sally,check,625139,cashier,68070.84,Customer4376,14:01:01
4377,18.4,2/27/23,Bob,cash,731954,cashier,61275.29,Customer4377,03:47:08
4378,13.33,2/27/23,Bob,cash,871127,cashier,61275.29,Customer4378,09:15:25
4379,11.74,2/27/23,Suzy,cash,975631,cashier,52967.96,Customer4379,21:21:13
4380,12.82,2/27/23,Suzy,check,288183,cashier,52967.96,Customer4380,22:58:17
4381,16.59,2/27/23,Brandon,cash,829679,cashier,66810.4,Customer4381,19:04:10
4382,15.22,2/27/23,Suzy,check,881007,cashier,52967.96,Customer4382,06:09:17
